customer_id,age,monthly_spend,orders_per_year,app_sessions_month,months_customer,satisfaction,support_tickets,churned
31749,51,17.81,3,2,19,9,0,0
31750,39,53.98,8,16,25,8,2,0
31751,36,16.06,3,2,31,5,0,0
31752,32,76.87,19,24,10,8,1,0
31753,39,43.82,13,8,10,10,1,0
31754,37,41.75,17,3,29,5,2,1
31755,27,33.24,11,12,12,7,2,1
31756,36,92.54,16,12,17,6,0,0
31757,40,87.33,16,24,14,4,1,0
31758,38,54.89,14,17,48,4,2,0
31759,45,19.96,7,2,3,8,0,1
31760,25,21.84,2,6,18,8,1,0
31761,23,38.27,12,8,34,8,0,0
31762,29,20.23,7,6,12,5,0,0
31763,44,17.05,0,0,31,7,4,0
31764,36,84.62,21,20,18,6,2,0
31765,28,19.91,5,5,37,6,0,0
31766,36,19.32,3,8,15,8,1,1
31767,45,27.21,4,2,33,7,2,0
31768,39,39.9,13,8,33,3,0,1
31769,26,43.02,14,10,31,7,0,0
31770,21,16.98,3,4,34,8,0,1
31771,46,86.67,19,20,36,5,0,0
31772,50,40.92,15,5,47,10,1,0
31773,62,94.8,19,24,22,10,2,0
31774,40,35.3,9,7,2,10,1,0
31775,43,76.09,18,17,8,10,0,0
31776,48,7.63,4,3,8,3,0,0
31777,55,66.75,19,15,9,10,3,0
31778,41,20.89,1,1,5,6,1,1
31779,19,41.59,5,10,28,8,1,0
31780,39,36.51,13,11,25,10,1,0
31781,31,77.98,21,19,8,6,0,0
31782,33,37.66,10,14,27,8,0,0
31783,32,17.66,2,3,37,3,0,1
31784,36,65.14,11,10,12,8,1,0
31785,38,40.37,12,14,35,6,1,1
31786,46,12.2,2,4,6,6,0,1
31787,38,14.07,5,4,44,8,1,0
31788,45,12.79,2,3,32,7,0,0
31789,45,42.97,11,12,24,10,3,0
31790,58,39.59,5,9,9,5,0,0
31791,30,102.74,18,20,36,9,2,0
31792,36,22.6,5,6,18,5,0,0
31793,49,65.47,18,19,44,7,1,1
31794,29,49.73,3,7,14,10,1,0
31795,39,16.84,6,3,39,4,0,0
31796,18,67.52,17,28,35,6,1,0
31797,37,16.55,3,3,31,6,2,0
31798,49,9.57,2,2,16,3,0,1
31799,39,36.66,17,9,16,6,0,1
31800,28,27.75,11,5,22,4,1,1
31801,39,40.12,10,8,48,10,1,0
31802,35,41.0,13,9,22,8,1,0
31803,25,49.01,14,8,31,8,0,1
31804,45,50.2,8,11,14,5,1,1
31805,37,22.48,4,10,20,9,1,0
31806,43,46.23,14,13,25,9,0,0
31807,28,66.7,24,20,31,6,1,1
31808,18,18.1,1,0,28,8,0,0
31809,37,70.29,29,19,42,7,2,0
31810,41,85.77,21,16,23,6,2,1
31811,46,53.24,8,10,30,6,2,1
31812,45,37.86,4,8,18,6,0,1
31813,44,21.57,4,2,34,6,1,0
31814,27,51.43,8,9,23,10,0,0
31815,36,35.42,11,7,26,7,1,1
31816,44,44.39,12,13,34,7,2,0
31817,45,79.25,18,18,22,6,0,0
31818,30,20.09,4,4,25,6,1,0
31819,42,17.83,4,2,19,7,1,1
31820,56,43.28,15,11,7,6,0,0
31821,42,52.09,10,9,27,8,1,0
31822,42,37.29,7,7,9,6,0,0
31823,26,16.48,7,4,11,6,2,1
31824,46,37.48,9,7,43,6,0,0
31825,33,53.77,9,8,8,5,1,0
31826,40,30.22,9,11,31,8,0,0
31827,50,41.37,11,9,16,6,2,1
31828,29,46.21,18,8,47,7,1,0
31829,32,81.11,24,13,46,8,1,0
31830,55,26.28,3,4,2,10,0,0
31831,39,26.07,6,6,24,8,1,0
31832,44,13.81,3,2,24,8,1,0
31833,33,84.73,18,20,30,8,3,0
31834,25,42.28,11,8,14,6,1,0
31835,50,73.36,12,15,27,6,2,0
31836,24,62.8,23,13,24,7,0,0
31837,51,49.6,11,14,22,7,2,0
31838,48,22.31,5,6,3,7,2,1
31839,37,63.75,12,20,31,6,0,0
31840,48,46.16,9,6,10,7,1,0
31841,22,44.89,11,9,13,10,1,0
31842,18,40.55,9,9,25,7,0,0
31843,28,52.42,9,9,44,5,1,0
31844,32,45.86,12,10,19,4,0,1
31845,37,41.02,10,7,23,9,0,1
31846,58,25.4,2,4,20,9,0,0
31847,47,10.4,2,1,32,5,1,0
31848,37,76.59,25,21,13,8,0,0
31849,44,74.4,21,18,38,6,0,0
31850,41,39.69,8,4,7,6,0,1
31851,45,24.03,7,3,46,5,0,1
31852,41,20.55,3,3,36,7,1,0
31853,31,41.03,14,11,36,5,0,0
31854,19,82.29,20,10,11,6,0,1
31855,52,16.84,6,2,20,8,2,0
31856,40,21.25,9,6,8,6,1,1
31857,29,38.8,14,7,40,6,2,1
31858,43,48.97,8,9,35,6,0,0
31859,46,9.75,3,4,30,7,0,0
31860,40,20.65,3,3,31,9,1,0
31861,31,22.85,3,1,10,9,2,1
31862,31,81.55,16,19,7,4,2,0
31863,27,18.54,1,4,48,9,3,0
31864,23,29.95,12,13,17,6,1,0
31865,42,19.95,4,3,30,8,1,0
31866,19,87.89,14,24,19,5,0,0
31867,47,28.58,10,10,16,8,2,0
31868,33,35.95,12,9,17,5,2,1
31869,36,78.04,14,15,40,10,1,0
31870,24,24.34,5,3,6,7,1,0
31871,41,18.29,5,3,4,9,1,0
31872,40,14.53,5,2,34,6,2,1
31873,45,35.83,7,9,34,9,1,0
31874,39,78.92,20,21,35,6,0,0
31875,18,47.32,12,11,32,6,0,0
31876,18,78.18,14,12,41,8,0,0
31877,36,97.74,19,22,14,9,2,0
31878,35,53.5,6,11,15,7,1,0
31879,36,45.6,11,8,40,7,2,0
31880,42,40.41,16,15,8,8,1,1
31881,46,10.34,5,1,36,6,0,0
31882,30,13.72,3,5,35,10,0,0
31883,40,17.02,3,1,27,8,1,1
31884,41,47.77,14,9,23,8,1,0
31885,39,88.01,24,17,16,7,0,0
31886,32,10.63,6,0,19,10,2,0
31887,18,69.74,20,18,33,7,0,0
31888,18,20.87,6,5,11,8,1,0
31889,36,11.57,1,7,33,8,2,0
31890,34,53.1,9,5,28,6,0,0
31891,22,17.09,5,6,7,10,0,0
31892,55,59.83,24,18,15,8,0,0
31893,49,17.24,6,0,26,6,1,1
31894,18,37.48,13,11,43,6,0,0
31895,32,43.05,5,9,12,7,2,0
31896,33,22.17,7,1,23,4,1,0
31897,29,11.76,2,2,20,8,2,1
31898,47,18.27,4,3,10,10,1,0
31899,36,16.83,3,5,12,7,1,1
31900,46,88.36,16,20,44,10,0,0
31901,42,22.37,5,8,1,10,1,1
31902,27,46.75,11,8,44,8,0,0
31903,42,50.26,13,12,12,8,0,0
31904,27,43.54,13,11,34,10,0,0
31905,37,30.03,7,6,47,8,2,1
31906,29,33.23,8,12,24,8,0,0
31907,53,18.49,2,1,26,9,0,0
31908,38,40.8,9,4,33,10,2,0
31909,36,22.34,4,6,24,7,2,0
31910,40,23.95,4,3,7,7,1,0
31911,42,22.44,4,3,7,5,0,1
31912,35,18.43,2,1,17,8,1,1
31913,55,18.71,5,3,33,8,2,1
31914,50,98.63,18,21,46,7,0,0
31915,45,38.51,11,14,12,10,0,0
31916,53,18.54,2,5,17,8,0,0
31917,42,14.76,2,3,44,4,0,1
31918,33,100.22,17,14,23,7,1,0
31919,30,17.52,3,2,12,7,1,1
31920,29,80.92,15,15,33,9,1,0
31921,44,22.69,3,5,28,8,2,1
31922,41,37.88,9,3,29,6,0,0
31923,53,50.51,10,13,34,6,1,0
31924,33,46.04,9,10,33,5,0,0
31925,28,69.93,8,13,2,7,1,1
31926,44,40.24,19,7,46,6,1,0
31927,20,33.94,13,7,18,8,0,0
31928,34,65.16,19,18,33,6,2,0
31929,40,37.41,15,8,46,8,1,0
31930,58,45.94,11,9,40,9,0,0
31931,47,13.83,7,1,46,8,0,1
31932,57,73.81,20,20,14,7,0,0
31933,28,42.26,10,7,43,6,0,0
31934,51,31.39,11,13,28,8,0,0
31935,27,18.79,5,2,26,7,1,0
31936,42,80.35,21,17,44,8,1,0
31937,32,18.8,3,2,20,9,2,1
31938,38,46.31,10,8,22,8,1,0
31939,25,40.36,11,10,27,6,1,0
31940,34,38.17,13,10,6,5,1,1
31941,26,45.01,13,8,6,6,2,0
31942,35,50.58,8,10,40,5,1,0
31943,31,12.83,4,2,23,5,3,1
31944,29,21.93,4,5,18,5,2,1
31945,20,22.76,9,1,4,8,0,0
31946,40,9.98,5,6,25,7,2,0
31947,26,24.97,3,4,5,5,0,1
31948,25,29.98,13,2,10,10,1,0
31949,28,39.89,9,9,20,5,3,1
31950,42,41.78,8,3,27,7,1,1
31951,23,49.61,13,5,25,7,1,0
31952,41,20.01,5,1,28,6,1,1
31953,50,21.37,4,1,3,10,1,0
31954,46,17.93,2,5,1,6,0,0
31955,40,36.27,13,6,14,5,1,1
31956,25,16.67,5,3,13,6,1,1
31957,52,20.59,2,3,14,9,0,0
31958,38,85.89,12,21,42,10,1,0
31959,25,33.34,17,8,4,7,2,0
31960,47,48.23,12,11,8,5,1,1
31961,24,38.64,13,11,16,8,1,0
31962,18,46.71,12,7,31,7,0,0
31963,40,28.48,9,0,32,10,1,0
31964,52,31.66,10,17,41,6,1,0
31965,18,47.92,11,9,13,8,1,0
31966,47,86.54,16,19,20,10,0,0
31967,53,51.72,14,8,36,5,2,1
31968,34,81.17,19,20,6,10,1,0
31969,48,80.62,18,12,35,5,3,0
31970,25,22.21,8,2,30,9,1,0
31971,55,85.29,22,13,43,7,1,0
31972,62,21.6,2,4,32,7,1,0
31973,31,43.62,14,3,22,6,1,0
31974,42,88.93,18,13,48,6,1,0
31975,39,24.7,2,4,26,7,0,0
31976,40,17.24,3,1,4,7,1,0
31977,50,44.87,13,5,15,8,1,0
31978,27,20.32,6,3,21,8,1,1
31979,38,23.88,7,2,13,6,0,1
31980,28,52.9,21,8,19,8,0,0
31981,32,40.3,11,8,5,7,3,1
31982,47,35.03,8,5,22,8,2,0
31983,49,17.94,3,3,19,7,0,0
31984,45,21.28,5,4,22,10,0,1
31985,38,19.03,2,5,46,7,0,0
31986,54,40.94,3,9,42,7,1,0
31987,40,16.73,7,0,40,10,2,0
31988,44,36.05,12,13,37,10,0,0
31989,39,15.86,0,6,40,10,0,0
31990,49,20.28,1,3,9,8,1,0
31991,34,31.49,9,12,21,7,0,0
31992,42,18.87,9,4,26,4,0,0
31993,56,52.95,22,21,47,7,0,0
31994,30,24.15,4,1,6,9,2,0
31995,30,21.56,3,2,15,5,1,1
31996,22,65.04,13,15,2,8,2,0
31997,40,26.76,1,1,31,8,0,0
31998,25,22.87,5,2,2,9,1,0
31999,53,73.2,27,10,47,8,1,0
32000,35,42.73,11,11,36,8,0,0
32001,44,13.07,6,4,9,5,0,1
32002,53,43.81,14,8,8,9,0,1
32003,44,16.63,3,5,29,10,1,0
32004,27,15.42,4,2,3,8,0,0
32005,54,15.74,4,1,18,6,2,0
32006,48,17.22,6,3,4,9,1,1
32007,43,99.78,21,18,16,7,0,0
32008,55,82.16,18,23,15,9,0,0
32009,29,18.55,0,3,28,10,0,0
32010,25,47.31,9,5,43,8,0,0
32011,48,17.68,4,9,39,9,2,0
32012,37,11.08,7,4,27,6,1,1
32013,51,50.6,9,8,22,7,0,0
32014,60,15.97,3,2,5,7,0,0
32015,40,16.98,5,2,33,9,0,0
32016,33,23.21,5,4,26,8,0,0
32017,33,14.64,7,7,36,9,1,0
32018,20,49.26,8,6,18,6,1,0
32019,40,41.67,9,5,39,8,0,0
32020,54,107.13,18,15,2,9,1,0
32021,40,35.49,11,10,28,6,0,1
32022,37,68.8,13,18,3,7,1,0
32023,39,45.93,11,6,12,9,3,0
32024,23,60.79,22,23,31,10,1,0
32025,51,20.49,7,6,13,7,1,0
32026,56,66.12,21,21,10,10,2,0
32027,30,15.32,3,2,10,8,2,1
32028,41,65.1,17,24,35,7,0,1
32029,43,70.37,16,17,38,7,0,0
32030,48,51.92,9,18,21,6,0,0
32031,42,15.34,2,2,42,7,1,0
32032,32,36.05,17,9,11,7,1,0
32033,30,73.49,21,18,6,7,0,0
32034,31,52.2,6,1,43,9,5,0
32035,18,43.44,6,14,40,9,1,0
32036,36,13.89,0,2,20,10,0,1
32037,48,16.8,4,3,35,7,1,0
32038,42,20.95,7,4,41,8,1,0
32039,28,15.41,2,1,2,9,1,1
32040,37,13.29,1,6,20,5,1,1
32041,37,69.57,29,22,21,8,0,0
32042,38,37.43,14,6,42,6,0,0
32043,64,18.55,2,1,42,6,0,0
32044,44,35.51,5,17,18,7,1,0
32045,24,56.96,15,21,2,4,1,1
32046,48,38.5,15,9,48,7,2,0
32047,55,67.2,19,15,24,10,1,1
32048,31,43.66,9,3,9,8,1,1
32049,18,33.99,11,10,34,6,2,1
32050,40,59.69,15,18,17,2,1,0
32051,39,49.06,6,6,4,8,1,0
32052,42,23.6,3,0,24,9,0,0
32053,38,13.35,5,3,25,8,0,0
32054,48,52.75,7,11,23,7,1,0
32055,39,16.26,5,2,29,4,0,0
32056,34,49.89,6,5,22,2,1,0
32057,24,88.81,17,16,9,5,1,0
32058,42,17.72,8,5,4,5,0,0
32059,51,35.03,17,4,19,8,1,0
32060,40,42.39,11,9,10,10,1,0
32061,44,51.02,16,4,14,6,1,0
32062,44,15.38,1,3,2,9,0,0
32063,61,71.1,14,25,33,9,0,0
32064,19,22.73,4,3,34,5,1,1
32065,36,21.93,3,2,9,7,1,0
32066,29,33.87,5,7,13,7,1,0
32067,34,13.47,5,2,24,8,2,0
32068,18,32.21,12,11,15,8,1,0
32069,25,43.44,11,9,14,8,1,0
32070,26,37.98,12,3,28,5,0,0
32071,43,14.64,2,4,26,8,1,0
32072,35,20.48,7,4,20,5,1,1
32073,39,45.34,15,11,35,10,2,0
32074,35,23.23,1,2,13,8,0,0
32075,26,21.95,2,6,29,5,1,0
32076,32,20.31,4,4,23,5,2,1
32077,33,40.37,13,5,31,6,2,0
32078,26,39.18,12,7,39,7,1,0
32079,33,73.32,22,16,25,8,1,0
32080,51,100.32,19,22,4,5,1,1
32081,61,19.83,5,3,6,10,0,0
32082,52,75.87,16,18,38,8,1,0
32083,52,41.99,6,13,11,7,2,0
32084,38,20.78,4,2,19,8,0,0
32085,59,43.29,9,5,38,4,0,1
32086,51,61.89,13,10,30,8,1,0
32087,62,86.84,13,18,33,10,0,0
32088,43,38.93,16,8,8,6,0,0
32089,19,45.65,10,11,29,7,1,0
32090,28,14.53,2,5,25,10,0,0
32091,21,84.03,15,15,33,9,1,0
32092,42,93.76,21,15,38,8,2,0
32093,36,37.66,13,11,34,6,0,0
32094,20,47.03,8,15,39,9,0,0
32095,37,38.23,14,8,3,8,1,0
32096,21,55.59,15,10,18,9,0,0
32097,48,14.24,2,5,19,7,1,0
32098,42,37.66,14,8,27,9,1,0
32099,20,72.81,16,17,8,4,0,0
32100,38,19.43,5,4,5,6,1,1
32101,46,21.84,4,3,5,9,0,0
32102,41,29.08,15,13,14,9,1,0
32103,45,38.98,10,9,12,8,1,0
32104,39,14.94,4,2,42,6,1,0
32105,43,20.71,3,4,5,4,0,0
32106,40,40.88,6,7,29,6,1,0
32107,52,41.31,13,7,39,8,1,0
32108,31,48.28,11,10,15,6,1,0
32109,44,45.03,10,10,13,8,0,1
32110,18,45.63,11,5,21,8,1,0
32111,42,19.57,5,1,44,10,1,0
32112,32,77.01,17,16,39,7,1,0
32113,34,45.47,17,7,8,7,0,1
32114,49,18.75,3,1,42,9,2,0
32115,45,20.55,9,1,14,7,1,0
32116,38,37.57,10,8,30,8,0,0
32117,35,41.46,13,9,35,6,0,1
32118,24,44.09,11,5,5,7,1,1
32119,32,79.89,21,16,40,7,1,0
32120,33,35.64,9,9,17,6,1,0
32121,25,28.22,9,6,21,8,1,1
32122,39,13.48,4,2,39,7,0,0
32123,24,94.63,17,32,1,6,1,1
32124,31,42.3,5,12,22,5,0,0
32125,49,15.84,2,0,29,6,1,0
32126,46,52.61,7,8,31,8,1,0
32127,33,42.73,8,18,15,6,2,1
32128,21,89.56,26,22,19,7,1,0
32129,42,21.7,3,3,43,6,2,1
32130,31,50.38,14,23,33,4,2,0
32131,44,54.11,8,6,27,7,0,0
32132,25,28.73,6,9,48,7,0,0
32133,26,39.82,15,12,36,6,2,1
32134,36,39.79,13,11,31,9,0,0
32135,58,42.43,9,10,20,8,0,0
32136,46,49.87,8,8,10,9,1,0
32137,37,109.75,18,17,20,9,1,0
32138,40,66.88,15,15,21,5,2,0
32139,41,54.11,7,13,2,3,0,1
32140,62,28.58,1,2,6,6,0,0
32141,32,63.74,17,11,16,5,0,0
32142,42,45.0,12,6,22,5,0,1
32143,58,44.65,13,5,33,6,1,0
32144,57,35.31,8,9,32,4,3,1
32145,35,51.88,17,15,15,9,1,0
32146,49,13.92,6,1,1,8,0,1
32147,23,86.7,20,13,26,5,1,1
32148,72,37.17,14,7,15,7,0,0
32149,39,100.87,12,23,25,5,2,0
32150,58,23.82,6,3,31,9,1,0
32151,18,30.86,23,4,7,6,0,0
32152,38,65.0,8,7,18,8,0,0
32153,34,20.38,3,4,6,9,0,1
32154,31,31.58,6,7,17,9,0,0
32155,57,43.95,10,8,40,3,0,1
32156,39,10.7,1,8,25,7,0,0
32157,29,51.36,10,8,2,6,0,0
32158,62,18.76,4,2,15,8,0,0
32159,51,48.03,14,12,2,7,0,0
32160,46,43.52,11,9,2,8,2,0
32161,31,15.2,1,3,19,5,1,1
32162,39,16.75,3,2,47,7,1,1
32163,42,53.41,9,4,24,6,1,0
32164,27,27.32,5,1,20,5,0,0
32165,39,54.0,14,11,34,5,0,0
32166,34,38.37,10,7,5,7,2,0
32167,64,16.28,3,5,14,5,2,1
32168,36,46.83,13,5,10,6,0,0
32169,47,73.56,20,16,18,4,1,0
32170,37,73.29,20,21,2,7,2,0
32171,44,36.74,9,8,13,5,0,1
32172,38,42.41,11,11,36,9,0,0
32173,39,49.22,6,8,15,9,0,0
32174,24,17.59,2,1,4,7,0,0
32175,42,105.13,18,18,1,7,0,1
32176,42,11.96,3,1,39,7,0,0
32177,39,23.63,7,3,36,7,2,1
32178,39,56.44,13,15,4,7,0,0
32179,38,42.26,9,11,3,7,0,0
32180,25,20.29,4,1,9,9,2,0
32181,27,34.84,7,10,43,8,0,0
32182,45,90.11,18,17,43,9,0,0
32183,31,12.76,3,2,26,5,2,0
32184,42,31.91,8,6,1,6,2,1
32185,19,42.07,16,8,30,6,1,1
32186,18,14.15,3,2,17,7,1,0
32187,40,16.68,2,6,41,10,1,1
32188,44,73.54,22,17,25,10,1,0
32189,38,26.35,12,10,40,9,1,0
32190,37,38.78,9,8,10,10,2,0
32191,28,80.54,20,15,11,8,2,0
32192,36,56.24,7,12,27,7,2,0
32193,18,40.0,9,4,47,5,2,0
32194,23,40.01,11,9,12,5,2,1
32195,38,42.04,11,5,30,6,0,0
32196,41,14.63,4,1,16,9,2,0
32197,51,14.68,4,8,1,8,1,0
32198,34,48.81,8,5,34,5,2,1
32199,43,34.31,10,7,48,7,0,0
32200,46,24.74,3,2,44,9,0,0
32201,41,18.02,4,5,31,9,2,1
32202,40,15.33,2,3,6,7,2,1
32203,43,16.3,1,1,36,9,0,0
32204,43,50.81,10,7,32,8,3,0
32205,34,16.59,2,0,24,8,0,0
32206,38,36.07,12,7,10,8,0,0
32207,33,19.85,2,3,15,6,2,0
32208,34,57.9,17,20,43,3,0,0
32209,33,46.61,10,6,27,7,0,0
32210,42,22.07,3,5,45,8,0,0
32211,29,10.81,1,4,16,5,2,0
32212,26,20.81,0,6,19,10,2,0
32213,36,18.16,5,3,29,9,1,0
32214,32,16.63,3,1,30,6,1,0
32215,18,71.3,14,18,46,9,0,0
32216,22,15.31,6,4,24,5,1,0
32217,50,42.92,7,6,45,8,1,0
32218,48,18.48,3,4,16,8,0,0
32219,42,21.18,3,4,43,6,3,0
32220,36,53.3,6,2,9,6,1,0
32221,59,39.69,10,9,3,4,1,0
32222,42,31.52,13,13,47,10,0,0
32223,55,81.89,13,16,7,3,0,0
32224,40,43.28,14,5,6,10,0,0
32225,18,74.83,18,17,16,8,1,0
32226,61,24.56,5,4,41,6,3,1
32227,37,19.04,3,4,12,8,1,0
32228,42,39.08,18,14,36,7,1,0
32229,41,37.82,10,10,42,9,0,0
32230,30,17.68,8,5,5,9,3,0
32231,46,38.0,10,14,43,5,0,0
32232,40,17.09,4,4,26,5,2,0
32233,34,37.4,14,8,7,6,1,0
32234,53,17.18,4,2,2,8,2,0
32235,36,36.54,12,10,29,6,1,0
32236,30,19.52,5,1,35,9,1,0
32237,44,51.85,10,5,5,7,4,1
32238,23,38.82,17,9,13,9,2,0
32239,58,69.59,25,19,14,6,1,0
32240,55,55.57,11,9,31,3,2,0
32241,26,36.18,11,6,12,6,1,0
32242,18,14.99,4,3,41,8,0,0
32243,33,33.35,12,7,17,7,2,1
32244,45,37.29,7,12,22,8,1,0
32245,20,32.43,13,9,38,10,1,0
32246,27,14.03,2,1,10,8,0,0
32247,35,73.63,15,18,22,6,1,0
32248,57,80.46,19,10,36,6,3,0
32249,42,77.02,21,17,35,7,0,0
32250,31,31.75,5,6,37,7,0,0
32251,56,16.46,4,2,13,5,2,1
32252,49,38.04,15,8,48,10,0,0
32253,53,13.25,6,4,38,7,1,0
32254,52,12.25,3,4,13,7,1,0
32255,22,19.94,8,2,37,10,0,0
32256,56,13.11,2,2,12,7,2,1
32257,44,18.76,6,2,48,7,1,1
32258,45,16.57,3,5,46,10,0,0
32259,42,43.23,7,13,9,8,1,0
32260,45,17.22,5,0,41,6,1,0
32261,19,71.61,23,18,4,5,1,0
32262,50,17.34,3,11,39,8,0,0
32263,45,14.28,8,5,2,4,0,1
32264,18,18.22,5,4,29,8,0,0
32265,40,78.14,22,14,2,7,0,0
32266,49,18.76,4,2,16,8,4,0
32267,18,60.3,25,16,20,9,0,0
32268,49,23.71,3,2,17,7,0,0
32269,38,17.79,4,6,15,8,0,0
32270,52,19.4,3,7,16,8,0,0
32271,45,18.91,4,3,4,7,1,1
32272,61,44.54,8,6,39,7,0,0
32273,50,17.14,4,2,17,8,0,0
32274,46,11.48,6,1,14,7,0,1
32275,26,14.05,4,3,2,8,0,0
32276,22,64.38,20,21,20,8,1,0
32277,34,67.76,27,20,30,7,0,0
32278,43,35.3,14,11,10,7,1,0
32279,43,20.36,1,1,15,7,1,1
32280,53,40.62,15,5,36,8,2,0
32281,33,98.27,21,20,26,6,0,0
32282,26,38.42,8,13,4,9,0,0
32283,25,38.82,16,12,18,4,0,0
32284,28,16.11,3,3,31,8,0,1
32285,35,46.07,13,4,14,8,0,0
32286,25,49.01,12,8,30,7,0,0
32287,23,45.08,13,9,47,9,2,0
32288,36,19.15,4,6,7,8,0,0
32289,18,53.39,14,6,47,8,1,0
32290,34,40.67,12,8,4,5,1,1
32291,40,77.92,17,16,21,4,2,0
32292,43,44.27,15,14,22,7,1,0
32293,41,51.65,9,12,10,7,1,1
32294,48,40.57,16,3,36,7,0,0
32295,29,83.46,19,23,22,10,0,0
32296,34,16.23,5,5,40,5,2,1
32297,30,12.47,8,3,4,7,2,1
32298,18,30.02,13,7,4,7,0,1
32299,26,18.39,2,7,23,5,3,1
32300,50,34.17,15,11,31,5,0,1
32301,43,47.75,10,11,20,7,2,1
32302,63,15.87,4,3,14,9,0,1
32303,32,75.92,20,10,40,9,0,0
32304,23,23.89,6,3,48,7,1,0
32305,38,18.85,2,4,7,8,0,0
32306,31,88.25,12,16,46,7,2,0
32307,37,37.6,9,10,41,9,0,0
32308,18,20.18,6,1,25,9,2,0
32309,39,31.01,10,12,18,7,0,0
32310,24,19.84,5,3,15,6,0,1
32311,32,23.19,9,3,29,3,1,1
32312,62,37.44,11,6,14,7,0,0
32313,39,44.52,9,10,14,8,1,0
32314,50,13.53,1,3,14,8,1,0
32315,31,15.59,2,3,33,5,2,1
32316,33,82.91,18,23,20,4,5,1
32317,38,23.48,2,3,43,7,0,0
32318,36,20.12,2,2,9,7,1,1
32319,46,83.0,13,16,17,6,0,0
32320,39,71.56,20,22,29,6,0,0
32321,41,17.69,5,5,44,6,4,0
32322,59,38.09,10,6,28,7,1,0
32323,47,106.67,18,14,18,5,2,0
32324,34,18.86,7,1,34,8,1,0
32325,44,31.78,10,12,44,6,1,0
32326,38,15.36,6,0,12,9,2,1
32327,37,16.0,2,7,30,9,0,0
32328,45,19.97,4,4,41,9,0,0
32329,45,35.79,15,5,45,7,0,0
32330,57,60.51,13,13,1,8,0,0
32331,43,44.45,11,9,29,4,1,1
32332,25,40.11,14,8,35,8,1,0
32333,55,11.91,3,1,45,6,3,0
32334,47,44.63,11,7,36,9,1,0
32335,35,34.48,9,8,42,8,1,0
32336,41,41.21,10,12,43,5,0,0
32337,61,24.34,2,3,3,7,0,1
32338,24,45.02,8,9,32,5,0,0
32339,26,14.86,2,3,12,7,2,1
32340,29,10.73,2,0,27,10,0,0
32341,54,46.09,12,8,3,7,1,0
32342,47,13.05,4,3,19,8,2,1
32343,40,38.23,13,11,26,10,1,0
32344,25,11.19,5,2,12,7,0,1
32345,25,47.16,14,6,25,9,2,0
32346,60,15.15,6,3,36,7,2,1
32347,39,48.03,13,16,19,8,1,0
32348,21,21.33,3,5,16,7,0,0
32349,24,37.74,12,10,6,9,1,0
32350,48,45.27,13,11,43,9,0,0
32351,42,72.95,19,15,38,8,0,0
32352,35,31.86,14,12,9,8,0,0
32353,36,18.05,4,2,19,6,2,1
32354,28,41.26,15,9,30,8,1,0
32355,37,32.68,10,9,2,8,1,0
32356,23,17.71,3,0,38,7,1,0
32357,28,32.36,18,9,17,8,1,0
32358,22,49.19,16,13,19,7,0,0
32359,30,47.93,10,9,25,8,0,0
32360,37,50.13,15,8,36,6,0,0
32361,50,43.52,10,8,42,5,1,0
32362,35,42.37,12,9,33,6,0,1
32363,33,89.02,19,14,32,8,2,0
32364,40,42.31,13,8,39,5,1,0
32365,47,44.38,14,5,32,6,1,0
32366,48,18.42,6,6,3,6,3,0
32367,40,42.45,10,13,40,6,0,0
32368,40,40.25,11,6,21,6,0,0
32369,38,41.16,10,7,37,4,0,0
32370,49,46.31,9,12,19,7,0,0
32371,35,10.55,2,5,12,5,2,1
32372,29,42.31,13,9,10,9,2,0
32373,40,78.23,14,21,13,5,0,1
32374,18,13.85,6,4,8,8,0,1
32375,57,29.57,13,10,45,7,2,1
32376,66,12.03,4,3,33,9,0,0
32377,29,42.11,15,14,29,7,2,0
32378,19,19.03,2,1,19,5,3,1
32379,39,64.63,11,15,10,5,3,1
32380,27,53.94,12,15,40,9,1,0
32381,44,15.72,3,2,39,8,1,1
32382,22,30.78,10,14,3,8,0,0
32383,26,17.25,6,1,28,9,1,0
32384,30,23.01,5,2,15,7,1,1
32385,35,36.62,15,11,8,8,0,0
32386,50,15.06,4,3,37,6,2,1
32387,35,36.35,10,11,43,7,0,0
32388,28,17.42,3,5,35,9,3,1
32389,34,65.88,23,21,2,8,4,0
32390,37,38.82,8,15,29,7,1,0
32391,42,23.37,6,4,47,6,3,1
32392,54,46.9,11,11,11,7,1,0
32393,57,29.9,11,5,44,7,2,0
32394,34,19.65,4,3,14,8,0,0
32395,37,20.57,2,1,4,10,0,0
32396,53,33.76,11,11,6,7,0,0
32397,50,67.71,20,12,28,9,1,0
32398,40,20.45,0,4,14,9,0,0
32399,36,38.63,16,11,7,8,2,0
32400,38,19.6,6,1,45,7,0,0
32401,38,34.33,11,6,43,7,0,0
32402,49,73.53,14,14,15,5,0,0
32403,38,24.43,5,3,25,7,0,0
32404,36,18.21,1,2,23,6,0,0
32405,40,10.19,2,4,19,6,2,1
32406,37,41.23,10,8,45,6,0,0
32407,34,26.09,1,3,16,9,0,0
32408,44,20.64,5,3,48,9,0,0
32409,47,16.94,1,1,26,7,3,0
32410,36,15.72,5,2,42,7,0,0
32411,33,22.04,2,3,45,9,1,0
32412,55,45.25,13,6,5,6,1,1
