customer_id,months_subscribed,avg_monthly_spend,app_user,support_tickets,upgraded_premium
20929,23,50.09,1,1,0
20930,22,42.4,1,1,0
20931,12,60.72,0,0,0
20932,31,65.89,1,2,1
20933,13,8.0,1,1,0
20934,27,41.43,1,3,0
20935,29,43.44,1,1,1
20936,4,25.01,1,1,1
20937,15,42.34,0,0,0
20938,19,66.31,0,0,1
20939,22,48.19,1,2,0
20940,32,58.77,1,0,1
20941,7,37.96,1,2,0
20942,30,55.47,0,1,0
20943,15,55.49,1,0,0
20944,16,14.1,0,1,0
20945,11,63.19,0,2,0
20946,2,30.17,1,0,0
20947,11,37.92,1,3,0
20948,10,30.95,0,2,0
20949,11,14.89,0,1,0
20950,2,41.06,0,0,0
20951,29,42.93,1,1,0
20952,16,71.04,0,3,0
20953,30,39.6,1,1,1
20954,35,44.65,0,0,0
20955,35,34.97,1,1,1
20956,23,33.0,1,2,0
20957,3,51.32,0,1,0
20958,17,33.86,1,0,0
20959,18,61.14,0,0,1
20960,28,67.23,1,1,1
20961,26,36.45,0,0,0
20962,24,54.0,1,1,1
20963,11,26.76,1,2,0
20964,13,53.08,0,0,0
20965,31,18.86,0,1,0
20966,21,44.72,1,0,0
20967,9,60.78,0,4,0
20968,2,45.64,0,0,0
20969,20,39.78,0,1,0
20970,27,57.63,0,0,0
20971,26,46.13,1,1,0
20972,22,52.88,0,1,0
20973,22,38.03,0,1,0
20974,1,65.4,0,1,1
20975,28,44.1,0,4,0
20976,10,62.43,0,1,1
20977,15,37.43,1,1,1
20978,12,52.61,1,2,0
20979,9,53.89,1,0,1
20980,28,37.01,1,0,0
20981,29,46.78,0,0,1
20982,15,59.49,0,1,0
20983,30,47.66,0,2,0
20984,19,54.02,0,1,0
20985,2,26.54,1,5,0
20986,10,36.9,0,1,0
20987,18,38.73,1,0,0
20988,34,37.22,1,1,1
20989,16,47.21,1,0,0
20990,15,70.43,1,1,0
20991,16,27.93,1,1,0
20992,24,56.92,0,1,1
20993,1,28.23,0,1,0
20994,21,50.19,0,1,0
20995,31,27.2,0,2,0
20996,8,22.09,0,1,0
20997,12,57.32,1,1,1
20998,17,46.76,0,2,0
20999,34,71.01,1,1,1
21000,17,42.46,1,0,0
21001,30,28.31,1,0,1
21002,29,64.83,0,0,0
21003,6,48.12,1,2,0
21004,24,44.7,1,2,0
21005,12,39.79,0,1,0
21006,4,32.56,0,1,0
21007,26,33.79,1,1,0
21008,30,36.73,1,2,0
21009,13,33.5,0,0,0
21010,12,33.84,1,4,0
21011,3,37.04,1,1,0
21012,13,12.11,0,0,0
21013,10,66.3,0,0,0
21014,30,53.81,0,1,0
21015,8,69.19,1,1,1
21016,27,30.79,0,2,1
21017,20,35.06,0,0,0
21018,28,61.42,1,0,1
21019,23,40.2,0,1,0
21020,34,45.52,0,0,1
21021,15,58.22,1,0,0
21022,17,56.37,0,1,0
21023,9,53.74,0,2,0
21024,17,24.51,0,0,0
21025,18,49.59,0,3,0
21026,4,44.84,1,1,0
21027,22,30.65,1,3,0
21028,7,21.25,0,0,0
21029,6,46.88,1,1,0
21030,30,46.17,1,0,1
21031,28,41.24,1,0,1
21032,15,34.29,1,3,0
21033,35,17.28,1,2,0
21034,7,86.99,1,0,1
21035,13,19.79,0,2,0
21036,13,44.31,1,0,0
21037,10,50.01,1,2,1
21038,3,48.78,1,0,0
21039,22,19.6,1,3,0
21040,24,64.36,1,0,0
21041,25,60.25,1,1,1
21042,36,78.5,1,2,0
21043,22,47.06,1,0,0
21044,24,24.57,0,0,1
21045,18,67.29,0,0,0
21046,15,36.78,1,1,0
21047,7,68.29,1,0,0
21048,10,40.73,1,0,1
21049,35,76.37,0,1,1
21050,10,52.27,0,2,0
21051,22,44.78,0,1,0
21052,9,24.25,1,2,0
21053,3,32.45,0,3,0
21054,19,44.48,0,1,0
21055,20,19.57,1,3,0
21056,34,40.77,0,1,0
21057,4,26.22,0,2,0
21058,33,52.27,1,1,1
21059,9,59.3,0,1,0
21060,29,36.15,0,1,0
21061,10,59.71,0,0,0
21062,24,43.45,1,1,0
21063,22,31.62,1,0,1
21064,35,48.95,0,0,0
21065,26,50.49,0,2,0
21066,20,55.09,1,2,1
21067,21,29.33,0,4,1
21068,26,47.81,0,0,0
21069,3,39.92,1,2,0
21070,21,23.44,0,0,0
21071,14,39.57,1,2,0
21072,30,54.99,1,1,1
21073,11,8.96,1,2,0
21074,25,36.76,0,1,0
21075,10,14.48,1,3,0
21076,36,24.51,0,1,0
21077,13,35.65,1,2,0
21078,36,53.7,0,2,0
21079,27,10.1,0,0,0
21080,25,66.73,1,2,1
21081,18,47.39,1,2,0
21082,15,71.66,0,2,1
21083,10,51.21,1,1,0
21084,27,44.54,1,0,0
21085,5,23.2,1,2,0
21086,22,37.04,1,2,0
21087,30,35.45,0,0,1
21088,14,44.94,0,0,0
21089,18,35.47,1,0,0
21090,22,56.63,1,2,0
21091,21,51.73,0,0,0
21092,6,23.99,1,3,0
21093,31,45.79,1,0,0
21094,34,29.95,1,1,1
21095,22,45.6,1,0,0
21096,14,53.3,1,1,0
21097,27,49.13,1,1,1
21098,14,39.54,0,1,0
21099,21,41.55,1,0,1
21100,19,38.15,0,1,0
21101,10,34.53,0,0,0
21102,33,31.62,1,0,0
21103,36,52.37,0,1,0
21104,21,47.95,0,2,0
21105,16,41.04,1,0,0
21106,34,44.21,0,2,0
21107,17,24.72,0,1,0
21108,26,52.5,1,0,1
21109,16,47.26,1,2,1
21110,16,41.65,0,2,0
21111,5,59.89,1,2,1
21112,33,48.06,1,1,0
21113,18,49.23,1,1,1
21114,1,51.89,1,1,0
21115,24,57.32,0,0,0
21116,7,17.01,0,2,0
21117,35,56.66,0,2,0
21118,14,17.04,0,0,0
21119,30,36.33,1,3,0
21120,10,59.67,1,1,1
21121,19,56.64,1,2,1
21122,28,28.89,1,1,1
21123,20,39.4,1,0,0
21124,18,8.0,1,1,0
21125,28,74.01,0,3,0
21126,26,65.7,0,1,1
21127,31,40.39,0,0,0
21128,17,61.15,0,0,0
21129,18,38.62,1,1,0
21130,20,47.11,1,1,0
21131,14,54.22,0,2,0
21132,10,63.68,0,0,1
21133,33,46.05,0,1,0
21134,30,26.42,0,0,0
21135,14,60.46,0,3,0
21136,9,52.85,1,0,0
21137,21,50.76,1,3,0
21138,15,56.82,0,1,0
21139,7,51.12,1,1,0
21140,19,46.71,0,2,0
21141,26,64.45,1,1,0
21142,21,43.6,0,0,1
21143,14,48.11,1,1,0
21144,28,42.98,0,0,0
21145,15,32.11,1,1,0
21146,29,57.5,1,0,1
21147,30,31.29,1,1,1
21148,12,39.74,0,2,0
21149,7,32.98,1,0,0
21150,5,56.05,1,1,0
21151,7,30.03,1,3,0
21152,29,62.76,1,0,1
21153,31,27.97,1,0,0
21154,21,32.74,1,0,0
21155,2,22.71,0,0,1
21156,31,56.12,1,1,1
21157,25,60.0,1,1,1
21158,1,32.31,1,1,1
21159,17,27.87,1,2,0
21160,16,33.92,1,1,1
21161,25,30.8,1,5,0
21162,18,36.49,1,2,0
21163,35,49.57,1,2,1
21164,33,45.28,1,1,1
21165,20,54.5,1,1,0
21166,28,36.54,1,1,1
21167,21,45.77,1,1,0
21168,17,8.0,1,3,0
21169,20,50.84,0,0,0
21170,5,8.25,0,0,0
21171,17,28.43,0,0,1
21172,32,32.12,0,1,1
21173,21,44.3,1,2,1
21174,17,52.79,1,0,0
21175,16,57.99,0,0,0
21176,29,36.34,0,2,0
21177,22,42.76,1,2,1
21178,6,66.89,0,2,0
21179,3,32.86,0,0,0
21180,33,57.75,1,0,1
21181,15,46.04,0,1,0
21182,33,11.11,1,0,0
21183,35,44.34,1,0,1
21184,17,51.18,1,2,0
21185,1,29.2,1,2,0
21186,10,44.83,1,0,0
21187,11,70.24,1,2,0
21188,13,35.52,1,1,0
21189,13,39.12,1,1,0
21190,17,60.17,0,1,0
21191,35,52.63,0,1,0
21192,29,44.0,0,0,1
21193,32,38.72,0,0,0
21194,31,25.36,1,0,1
21195,3,26.68,0,3,0
21196,23,37.13,0,1,0
21197,12,40.06,0,1,0
21198,13,28.46,0,0,0
21199,20,63.71,1,1,0
21200,14,25.14,1,1,0
21201,10,22.06,0,1,0
21202,9,36.0,1,0,0
21203,23,52.2,1,3,0
21204,23,32.36,1,1,1
21205,30,25.68,0,2,0
21206,29,37.94,0,0,1
21207,29,50.02,0,1,0
21208,22,27.29,0,1,1
21209,23,20.47,1,1,1
21210,32,8.0,1,2,0
21211,13,47.1,1,0,1
21212,12,46.46,0,0,1
21213,11,48.4,1,3,0
21214,29,25.93,0,2,0
21215,12,57.3,1,4,0
21216,8,63.15,0,1,0
21217,6,45.35,1,3,1
21218,10,49.95,1,1,0
21219,23,43.02,1,1,0
21220,25,46.87,1,1,0
21221,32,33.68,1,0,1
21222,20,11.3,1,2,0
21223,7,71.07,0,0,0
21224,15,60.89,0,0,1
21225,21,54.17,1,1,0
21226,25,58.83,0,0,0
21227,17,28.98,1,0,1
21228,19,75.7,0,2,1
21229,10,48.86,0,1,0
21230,24,17.86,0,2,0
21231,20,59.06,1,0,1
21232,33,8.0,1,1,0
21233,9,30.14,0,0,0
21234,14,41.35,0,1,1
21235,20,44.37,0,1,0
21236,24,49.48,1,1,1
21237,28,37.83,0,1,1
21238,36,34.06,0,0,1
21239,20,36.45,1,0,0
21240,29,57.93,0,2,0
21241,5,38.85,0,1,0
21242,16,36.72,1,1,0
21243,3,38.31,0,1,0
21244,33,30.59,1,2,0
21245,28,65.88,1,0,1
21246,4,62.48,0,1,0
21247,12,46.47,0,1,0
21248,18,35.31,1,2,0
21249,2,50.81,0,2,0
21250,6,41.96,1,0,0
21251,16,30.65,1,0,1
21252,16,56.58,1,2,0
21253,30,22.09,1,0,0
21254,27,41.72,0,0,0
21255,1,39.53,0,1,0
21256,29,35.06,1,0,0
21257,18,60.54,0,0,0
21258,15,29.98,0,2,0
21259,2,37.43,0,3,0
21260,6,41.92,1,0,0
21261,23,33.61,0,0,1
21262,19,19.76,0,0,0
21263,14,44.53,0,0,0
21264,34,41.48,0,2,1
21265,26,49.9,1,2,0
21266,2,63.9,0,3,0
21267,35,40.15,1,1,1
21268,31,33.9,1,2,0
21269,7,56.12,0,2,1
21270,4,40.82,1,1,0
21271,22,27.77,1,1,0
21272,17,14.37,1,1,0
21273,20,64.6,1,1,0
21274,10,49.61,0,3,0
21275,13,33.4,1,1,0
21276,21,64.48,0,0,0
21277,28,47.63,0,1,1
21278,20,34.58,1,2,1
21279,21,41.64,1,1,0
21280,3,12.6,0,1,0
21281,28,32.23,0,3,0
21282,33,26.85,1,0,0
21283,8,35.41,1,1,0
21284,8,33.57,0,1,0
21285,4,35.43,1,2,0
21286,31,45.86,1,0,1
21287,9,47.03,0,0,0
21288,28,40.0,1,1,0
21289,31,39.7,1,0,1
21290,19,18.37,1,0,0
21291,10,34.77,0,3,0
21292,26,59.57,1,0,1
21293,10,56.16,1,4,0
21294,7,38.81,1,2,0
21295,9,21.25,0,0,0
21296,12,40.36,1,0,1
21297,6,54.65,1,1,0
21298,4,36.89,1,2,0
21299,11,81.79,1,0,1
21300,2,24.19,0,1,0
21301,8,8.0,1,0,0
21302,29,19.79,1,1,1
21303,15,42.91,1,2,0
21304,2,49.97,1,1,1
21305,6,16.91,1,0,0
21306,9,40.03,1,1,0
21307,5,22.8,0,0,0
21308,9,11.21,1,0,0
21309,32,65.49,0,2,0
21310,11,35.81,0,0,0
21311,31,36.06,1,2,0
21312,18,37.45,0,1,0
21313,11,24.17,1,0,0
21314,30,21.15,0,4,0
21315,9,54.57,1,0,1
21316,6,34.19,1,0,0
21317,15,67.13,1,1,1
21318,17,36.5,0,1,0
21319,31,42.59,0,2,0
21320,35,37.17,0,1,0
21321,21,46.4,0,2,0
21322,8,34.57,0,0,0
21323,31,74.1,1,0,1
21324,34,48.03,1,0,1
21325,22,33.11,1,0,0
21326,20,57.32,0,1,1
21327,14,28.35,1,0,0
21328,25,38.08,0,0,0
21329,8,41.85,1,0,1
21330,31,58.74,1,1,1
21331,36,29.57,1,0,1
21332,25,43.19,0,2,0
21333,35,36.35,1,0,0
21334,12,52.49,0,1,0
21335,6,41.67,1,3,0
21336,5,24.14,0,1,0
21337,32,52.62,0,2,0
21338,28,35.5,0,0,0
21339,35,41.0,1,1,0
21340,24,54.51,1,2,0
21341,11,54.39,1,1,0
21342,21,38.16,0,1,0
21343,29,74.03,0,1,1
21344,21,39.01,1,0,0
21345,2,63.52,1,1,1
21346,12,36.18,1,1,0
21347,35,15.27,0,1,0
21348,7,31.07,0,1,0
21349,19,61.42,1,1,0
21350,6,24.28,0,0,0
21351,1,45.56,0,1,0
21352,25,51.03,0,0,0
21353,24,49.08,1,5,0
21354,8,56.85,0,1,1
21355,20,31.59,1,0,1
21356,4,54.02,0,1,0
21357,34,44.48,0,2,0
21358,14,48.15,1,0,0
21359,24,52.57,1,1,1
21360,9,40.95,0,1,0
21361,7,23.15,1,0,0
21362,16,33.98,1,1,1
21363,21,35.52,0,2,0
21364,14,38.03,0,1,0
21365,5,33.18,1,0,0
21366,21,39.86,0,1,1
21367,2,31.1,1,0,0
21368,14,62.27,1,1,1
21369,16,31.2,0,2,0
21370,28,20.99,1,0,0
21371,31,55.22,0,2,0
21372,4,38.92,1,0,0
21373,35,37.42,1,3,0
21374,14,55.55,0,0,0
21375,11,50.15,0,0,0
21376,26,59.73,0,1,0
21377,14,22.59,0,0,1
21378,12,68.52,1,0,1
21379,24,37.07,1,1,1
21380,30,28.6,0,2,0
21381,7,31.17,1,1,0
21382,29,31.57,0,3,0
21383,28,62.08,1,2,1
21384,21,78.5,1,2,1
21385,11,48.08,1,0,0
21386,18,25.58,1,1,0
21387,2,50.79,0,0,0
21388,6,52.98,1,0,0
21389,8,43.31,1,1,0
21390,31,57.37,1,2,0
21391,30,44.44,1,2,0
21392,2,63.29,1,1,1
21393,4,35.83,0,3,0
21394,27,29.53,1,1,0
21395,3,23.7,0,1,0
21396,14,29.66,1,2,0
21397,14,41.66,1,2,0
21398,28,50.29,1,0,1
21399,25,49.67,1,0,1
21400,34,28.15,0,3,0
21401,5,27.32,1,1,0
21402,35,53.37,1,0,1
21403,25,46.64,1,1,1
21404,28,22.54,1,1,0
21405,7,23.68,1,1,0
21406,9,43.95,1,3,0
21407,16,45.82,0,1,0
21408,14,39.3,0,1,0
21409,21,64.51,0,1,0
21410,24,17.39,1,0,0
21411,31,62.2,0,1,0
21412,5,52.01,1,2,0
21413,24,26.67,1,0,0
21414,36,8.0,0,3,0
21415,35,43.12,1,2,0
21416,34,68.18,1,1,1
21417,12,55.82,0,1,0
21418,9,31.63,0,1,0
21419,9,36.53,1,2,0
21420,9,36.64,1,2,0
21421,30,29.5,0,0,0
21422,21,41.04,0,1,0
21423,17,25.32,1,0,0
21424,8,52.44,0,1,0
21425,21,51.25,0,2,0
21426,25,56.85,1,1,0
21427,27,57.72,0,1,0
21428,15,36.83,1,0,1
21429,36,95.27,1,0,1
21430,35,30.46,0,3,0
21431,35,31.69,1,1,1
21432,23,59.3,0,0,0
21433,29,41.62,1,1,1
21434,1,47.29,0,1,0
21435,3,69.18,1,2,1
21436,29,26.66,0,1,1
21437,19,22.43,1,1,1
21438,2,50.79,1,0,0
21439,12,60.1,0,2,0
21440,32,36.4,0,1,0
21441,14,63.75,0,1,0
21442,35,44.49,1,0,0
21443,19,30.12,1,0,1
21444,13,57.26,0,0,1
21445,20,59.07,1,3,0
21446,33,9.08,1,1,0
21447,21,14.69,0,2,0
21448,23,70.54,0,0,0
21449,16,46.39,0,0,1
21450,27,37.07,1,3,0
21451,22,45.34,0,2,0
21452,13,19.04,1,1,1
21453,11,35.54,1,2,0
21454,24,38.11,0,1,0
21455,12,60.71,1,2,1
21456,32,47.9,0,2,0
21457,35,26.29,1,1,0
21458,34,24.61,1,1,0
21459,22,40.48,0,1,0
21460,23,27.61,0,0,0
21461,29,48.62,0,1,1
21462,31,45.48,1,0,0
21463,13,60.84,0,0,0
21464,30,21.05,1,0,0
21465,27,61.0,1,1,0
21466,10,48.43,1,0,1
21467,18,63.47,1,0,1
21468,6,45.59,1,1,0
21469,36,38.34,1,1,0
21470,9,43.57,1,1,0
21471,28,44.4,0,3,0
21472,23,30.16,0,0,0
21473,12,67.13,0,1,0
21474,27,8.74,0,0,0
21475,8,52.58,0,2,1
21476,36,50.71,1,2,0
21477,13,30.11,1,0,0
21478,8,22.65,1,2,0
21479,4,75.58,1,0,1
21480,31,17.93,1,1,0
21481,31,55.58,0,1,0
21482,29,25.79,1,0,0
21483,25,39.64,1,2,0
21484,33,27.5,1,0,1
21485,13,34.11,1,2,0
21486,33,34.65,0,2,0
21487,28,37.98,0,2,0
21488,19,31.62,1,1,1
21489,2,49.36,1,0,0
21490,25,51.33,1,0,1
21491,19,25.97,1,2,0
21492,4,57.09,1,1,0
21493,24,74.75,1,2,1
21494,11,43.63,1,1,1
21495,28,20.54,1,0,0
21496,4,41.07,0,1,0
21497,28,51.67,1,0,1
21498,8,16.35,1,2,0
21499,5,70.65,0,1,0
21500,26,57.32,1,2,1
21501,31,13.97,0,1,0
21502,10,61.86,1,4,0
21503,2,37.56,0,1,0
21504,4,24.02,1,0,0
21505,6,13.66,0,0,0
21506,8,56.75,1,2,0
21507,8,31.64,0,2,0
21508,26,46.84,1,2,0
21509,22,48.93,0,2,0
21510,15,38.47,1,3,0
21511,4,34.06,1,2,0
21512,22,31.9,0,0,0
21513,13,43.02,0,3,0
21514,27,16.64,1,0,1
21515,13,62.86,1,1,1
21516,14,43.34,0,1,0
21517,6,19.62,0,1,0
21518,14,22.12,1,0,0
21519,34,47.79,0,0,1
21520,26,29.3,1,0,1
21521,33,72.61,0,1,0
21522,5,47.75,1,0,0
21523,13,53.08,0,2,0
21524,13,15.84,0,0,0
21525,21,55.95,1,2,1
21526,27,66.98,1,0,0
21527,5,20.31,1,3,0
21528,22,28.94,1,2,0
21529,3,34.1,0,0,0
21530,18,44.51,1,1,1
21531,20,48.42,0,0,0
21532,22,43.41,0,0,1
21533,13,64.31,0,0,0
21534,9,26.95,0,0,0
21535,35,28.11,0,4,0
21536,28,71.73,0,1,1
21537,28,41.24,0,2,0
21538,32,59.62,0,3,1
21539,17,48.85,0,1,1
21540,9,26.82,0,0,1
21541,21,34.51,1,0,1
21542,29,39.3,1,0,0
21543,1,48.72,0,0,0
21544,6,34.42,1,4,0
21545,34,33.47,0,3,0
21546,17,42.05,1,0,0
21547,31,43.14,0,0,0
21548,34,45.28,0,1,1
21549,3,64.37,1,0,0
21550,19,60.13,0,1,1
21551,19,78.05,0,0,1
21552,6,38.81,0,3,0
21553,6,26.79,1,0,0
21554,34,71.44,0,4,0
21555,26,42.3,1,1,1
21556,19,38.54,1,0,1
21557,26,59.81,0,1,1
21558,16,18.75,0,1,0
21559,32,33.2,0,0,0
21560,32,16.84,0,5,0
21561,9,25.16,1,1,0
21562,16,63.1,0,0,0
21563,9,16.94,0,3,0
21564,29,72.73,0,0,1
21565,34,57.56,1,3,1
21566,32,29.58,0,2,0
21567,21,23.13,1,0,1
21568,5,45.64,0,2,0
21569,26,25.41,1,1,0
21570,13,8.0,1,2,0
21571,21,36.6,0,0,0
21572,29,32.79,0,0,1
21573,9,44.7,0,0,0
21574,9,40.77,0,1,0
21575,20,24.82,1,1,0
21576,28,46.07,0,1,1
21577,11,28.17,1,1,0
21578,30,54.85,0,1,0
21579,29,40.97,0,0,1
21580,2,42.65,1,1,0
21581,5,59.25,0,1,0
21582,8,28.72,0,2,0
21583,16,54.04,0,0,0
21584,19,33.16,0,1,0
21585,10,53.71,1,0,0
21586,4,57.59,1,1,0
21587,34,29.84,0,0,1
21588,3,41.66,1,1,1
21589,10,40.83,1,1,0
21590,2,42.1,1,0,0
21591,14,62.59,1,2,1
21592,26,65.25,1,1,1
21593,31,63.62,1,1,1
21594,21,42.56,0,2,0
21595,18,21.48,1,1,0
21596,16,20.41,1,1,0
21597,5,28.23,1,1,0
21598,32,43.36,1,2,1
21599,6,26.46,1,0,0
21600,27,74.17,1,4,1
21601,14,60.61,0,3,0
21602,31,30.21,0,2,0
21603,13,8.48,1,1,0
21604,5,44.52,0,0,0
21605,28,42.25,0,1,0
21606,2,50.07,1,3,1
21607,29,56.13,0,1,0
21608,18,64.8,1,1,1
21609,8,25.46,0,1,0
21610,20,41.01,1,1,0
21611,28,54.42,0,0,0
21612,10,26.02,1,1,0
21613,28,30.57,0,0,0
21614,16,31.88,0,2,0
21615,28,53.58,1,1,0
21616,11,62.61,1,1,0
21617,9,34.1,0,4,0
21618,31,42.1,1,0,1
21619,9,35.94,1,0,0
21620,18,32.47,1,2,0
21621,31,48.1,1,1,0
21622,24,30.1,0,1,0
21623,34,20.51,0,1,1
21624,4,51.08,1,1,0
21625,24,30.98,1,0,0
21626,9,51.44,0,3,0
21627,35,47.77,0,0,0
21628,5,78.28,1,0,1
21629,26,67.78,0,1,1
21630,35,42.34,1,0,1
21631,26,44.8,1,0,0
21632,24,14.54,0,1,0
21633,11,30.93,0,0,0
21634,33,39.42,0,1,1
21635,30,49.17,0,1,1
21636,18,47.51,0,1,0
21637,29,39.76,0,1,0
21638,21,46.45,1,0,1
21639,32,8.0,0,3,0
21640,35,11.77,0,2,0
21641,17,20.95,1,0,1
21642,24,24.21,0,1,0
21643,28,30.22,0,0,0
21644,19,36.7,0,0,1
21645,25,54.08,1,2,1
21646,15,30.71,1,2,0
21647,14,53.91,1,1,0
21648,34,62.44,0,2,0
21649,34,14.69,1,2,0
21650,11,70.53,1,1,0
21651,25,29.97,1,2,0
21652,12,46.39,0,1,1
21653,16,68.25,0,0,1
21654,4,56.31,0,0,0
21655,21,40.03,1,0,0
21656,11,42.91,1,2,0
21657,22,47.2,0,1,0
21658,16,78.19,1,0,1
21659,20,68.38,1,1,1
21660,22,21.45,1,2,0
21661,12,34.7,1,0,0
21662,18,48.61,0,5,0
21663,12,54.79,0,1,0
21664,13,38.48,0,1,0
21665,12,20.4,1,2,0
21666,2,17.43,0,3,0
21667,22,14.68,1,1,1
21668,31,43.87,1,1,1
21669,17,76.58,0,1,0
21670,29,38.26,1,0,1
21671,30,71.01,1,1,1
21672,26,40.31,0,1,0
21673,20,50.69,0,2,1
21674,7,29.67,0,0,0
21675,6,35.45,1,0,0
21676,29,40.8,0,1,0
21677,20,37.22,1,0,1
21678,27,26.98,1,0,1
21679,11,46.3,1,2,0
21680,13,63.8,0,0,0
21681,8,51.82,1,0,1
21682,26,67.85,1,0,1
21683,22,63.72,1,1,1
21684,7,18.9,1,2,1
21685,32,43.74,1,0,0
21686,31,62.7,1,1,0
21687,20,13.03,0,2,0
21688,36,31.57,0,2,0
21689,4,57.46,0,0,0
21690,26,30.82,1,1,0
21691,26,76.32,1,0,1
21692,10,65.07,1,2,1
21693,2,36.91,0,0,0
21694,15,37.69,0,1,0
21695,24,40.27,0,2,0
21696,13,33.07,1,1,1
21697,24,63.17,1,0,0
21698,19,49.78,1,1,0
21699,6,24.44,0,1,0
21700,11,30.72,1,1,0
21701,23,45.05,1,0,1
21702,12,50.39,1,1,0
21703,35,13.54,1,1,0
21704,17,32.16,0,2,0
21705,9,64.4,0,2,0
21706,30,47.47,0,2,0
21707,25,17.17,0,0,0
21708,16,29.97,0,0,0
21709,25,46.51,0,1,0
21710,9,45.55,1,1,0
21711,31,80.74,0,1,1
21712,5,60.09,0,1,0
21713,2,16.09,0,2,0
21714,16,8.88,1,2,0
21715,15,50.31,0,3,0
21716,27,33.9,0,0,1
21717,11,54.9,1,0,0
21718,15,52.86,1,0,1
21719,34,53.56,1,2,1
21720,34,36.42,1,2,0
21721,23,40.14,0,0,1
21722,27,45.32,1,1,1
21723,6,41.12,0,1,0
21724,18,68.86,1,5,1
21725,19,57.32,0,2,0
21726,24,51.69,0,1,1
21727,3,40.38,1,0,0
21728,9,45.54,0,0,0
21729,9,29.54,0,1,0
21730,31,48.38,1,0,1
21731,36,48.98,1,2,0
21732,9,35.33,1,2,0
21733,8,21.99,0,2,0
21734,30,39.41,1,1,0
21735,19,38.68,1,1,0
21736,34,27.14,1,0,0
21737,6,60.53,0,2,0
21738,4,49.5,0,2,0
21739,19,58.66,1,0,1
21740,33,42.23,1,2,0
21741,27,42.67,0,0,0
21742,30,14.0,1,0,1
21743,7,37.48,0,0,0
21744,4,55.26,1,2,0
21745,3,47.3,1,0,0
21746,19,79.32,0,1,0
21747,21,61.5,0,3,0
21748,16,70.17,0,1,0
21749,35,50.42,1,2,0
21750,2,63.76,1,2,1
21751,15,53.87,0,0,0
21752,31,32.8,1,1,0
21753,30,50.37,0,2,0
21754,27,36.65,0,1,0
21755,16,54.05,1,2,0
21756,7,24.46,1,0,1
21757,21,52.76,0,3,0
21758,18,48.33,0,0,0
21759,13,48.85,1,1,1
21760,15,78.7,1,0,1
21761,14,43.89,1,1,0
21762,22,74.15,0,2,1
21763,13,34.83,0,2,0
21764,9,35.81,1,2,0
21765,25,18.5,0,0,0
21766,23,38.73,1,1,0
21767,26,38.88,0,2,1
21768,29,33.9,1,0,1
21769,36,38.48,1,0,0
21770,2,63.87,1,0,0
21771,33,45.43,1,1,0
21772,35,21.4,0,1,0
21773,30,32.91,0,0,0
21774,26,8.0,1,1,0
21775,16,8.0,0,3,0
21776,21,52.2,1,3,0
21777,2,41.31,1,0,0
21778,11,36.39,0,1,0
21779,13,53.99,1,0,0
21780,31,63.21,0,0,0
21781,12,23.44,0,0,0
21782,15,47.42,1,0,0
21783,27,37.01,1,0,1
21784,14,47.3,0,2,0
21785,7,51.46,0,2,0
21786,6,60.05,1,1,0
21787,11,43.37,0,3,0
21788,7,40.75,0,1,1
21789,15,52.95,1,2,0
21790,31,29.06,1,4,0
21791,29,25.13,0,1,0
21792,19,70.73,1,1,1
21793,26,53.96,0,0,0
21794,2,19.54,0,2,0
21795,4,53.93,0,1,0
21796,31,64.84,1,2,1
21797,15,47.02,0,0,0
21798,6,33.29,0,0,0
21799,20,30.64,1,3,0
21800,16,42.98,1,4,0
21801,33,51.26,0,3,1
21802,21,27.81,1,3,0
21803,10,36.11,0,1,0
21804,12,37.83,1,0,1
21805,23,35.65,0,1,0
21806,11,42.26,0,4,0
21807,17,21.0,0,0,0
21808,32,47.31,1,0,1
21809,27,15.82,1,1,0
21810,8,35.51,0,0,0
21811,14,9.82,0,1,0
21812,23,28.11,0,1,0
21813,2,53.75,0,0,1
21814,17,48.97,0,0,0
21815,14,43.16,0,0,0
21816,24,36.5,1,1,0
21817,16,44.46,1,3,1
21818,24,33.06,0,2,0
21819,35,47.99,0,2,1
21820,25,23.76,0,0,0
21821,25,39.31,1,3,0
21822,23,54.91,1,2,1
21823,19,23.69,0,0,0
21824,10,34.97,0,0,0
21825,33,54.24,1,0,1
21826,18,29.55,1,3,0
21827,13,24.34,0,0,0
21828,29,32.56,0,1,1
21829,29,18.04,0,1,0
21830,23,35.82,1,2,1
21831,27,56.7,1,0,1
21832,6,58.58,0,1,0
21833,22,53.16,0,0,0
21834,29,41.04,1,0,1
21835,16,41.75,1,5,0
21836,30,42.8,1,0,1
21837,21,41.86,1,1,0
21838,11,57.24,1,1,1
21839,17,41.32,0,0,0
21840,33,45.09,0,1,0
21841,6,25.76,1,2,0
21842,7,25.92,0,1,0
21843,28,51.85,0,0,0
21844,33,26.79,0,0,0
21845,31,22.25,0,2,0
21846,17,42.47,0,0,0
21847,32,64.58,0,3,0
21848,26,40.74,1,0,0
21849,6,37.74,1,1,0
21850,30,49.4,0,1,0
21851,12,50.8,0,1,0
21852,2,34.38,1,2,0
21853,6,36.82,1,3,0
21854,25,13.81,1,1,0
21855,27,31.88,0,1,0
21856,28,18.94,1,1,0
21857,30,69.0,1,1,1
21858,16,25.37,0,0,0
